Statement,Header,Field Name,Field Value
Statement,Data,BrokerName,Interactive Brokers Ireland Limited
Statement,Data,BrokerAddress,
Statement,Data,Title,Activity Statement
Statement,Data,Period,"July 28, 2025 - January 15, 2026"
Statement,Data,WhenGenerated,"2026-01-16, 08:35:29 EST"
Account Information,Header,Field Name,Field Value
Account Information,Data,Name,Stichting Legal Owner Keheilan Fund
Account Information,Data,Account,U20993660
Account Information,Data,Master Name,Stichting Legal Owner Keheilan Fund
Account Information,Data,Account Type,Institution Client
Account Information,Data,Customer Type,Partnership
Account Information,Data,Account Capabilities,Cash
Account Information,Data,Base Currency,USD
Net Asset Value,Header,Asset Class,Prior Total,Current Long,Current Short,Current Total,Change
Net Asset Value,Data,Cash ,0,1757.53447913,0,1757.53447913,1757.53447913
Net Asset Value,Data,Stock,0,328605.28,0,328605.28,328605.28
Net Asset Value,Data,Dividend Accruals,0,116.53,0,116.53,116.53
Net Asset Value,Data,Total,0,330479.34447913,0,330479.34447913,330479.34447913
Net Asset Value,Header,Time Weighted Rate of Return
Net Asset Value,Data,10.159781493%
Change in NAV,Header,Field Name,Field Value
Change in NAV,Data,Starting Value,0
Change in NAV,Data,Mark-to-Market,28207.5789
Change in NAV,Data,Deposits & Withdrawals,300000
Change in NAV,Data,Dividends,432.26
Change in NAV,Data,Withholding Tax,-61.7
Change in NAV,Data,Change in Dividend Accruals,116.52
Change in NAV,Data,Interest,2696.81
Change in NAV,Data,Other Fees,-1.08
Change in NAV,Data,Commissions,-899.54435387
Change in NAV,Data,Transaction Fees,-11.510067
Change in NAV,Data,Other FX Translations,0.01
Change in NAV,Data,Ending Value,330479.34447913
Mark-to-Market Performance Summary,Header,Asset Category,Symbol,Prior Quantity,Current Quantity,Prior Price,Current Price,Mark-to-Market P/L Position,Mark-to-Market P/L Transaction,Mark-to-Market P/L Commissions,Mark-to-Market P/L Other,Mark-to-Market P/L Total,Code
Open Positions,Data,Summary,Stocks,USD,CORT,21,1,53.186196762,1116.910132,35.39,743.19,-373.720132,
Open Positions,Data,Summary,Stocks,USD,COST,3,1,903.430014667,2710.290044,956.75,2870.25,159.959956,
Open Positions,Data,Summary,Stocks,USD,CRM,9,1,256.052787556,2304.475088,233.53,2101.77,-202.705088,
Open Positions,Data,Summary,Stocks,USD,CRWD,3,1,507.826674,1523.480022,455,1365,-158.480022,
Open Positions,Data,Summary,Stocks,USD,CSCO,31,1,74.359588226,2305.147235,75.25,2332.75,27.602765,
Open Positions,Data,Summary,Stocks,USD,CVX,21,1,152.123618952,3194.595998,166.16,3489.36,294.764002,
Open Positions,Data,Summary,Stocks,USD,DE,3,1,478.860374,1436.581122,515.04,1545.12,108.538878,
Open Positions,Data,Summary,Stocks,USD,DHR,6,1,216.977511,1301.865066,239.89,1439.34,137.474934,
Open Positions,Data,Summary,Stocks,USD,DXCM,9,1,64.003081333,576.027732,69.24,623.16,47.132268,
Open Positions,Data,Summary,Stocks,USD,ETN,7,1,347.260723714,2430.825066,333.46,2334.22,-96.605066,
Open Positions,Data,Summary,Stocks,USD,FCX,26,1,45.860429154,1192.371158,59.96,1558.96,366.588842,
Open Positions,Data,Summary,Stocks,USD,GEV,3,1,622.323348,1866.970044,642.23,1926.69,59.719956,
Open Positions,Data,Summary,Stocks,USD,GILD,15,1,121.527345067,1822.910176,121.26,1818.9,-4.010176,
Open Positions,Data,Summary,Stocks,USD,GLD,25,1,397.675,9941.875,423.33,10583.25,641.375,
Open Positions,Data,Summary,Stocks,USD,GOOG,47,1,285.250726532,13406.784147,333.16,15658.52,2251.735853,
Open Positions,Data,Summary,Stocks,USD,HD,7,1,378.355009429,2648.485066,379.16,2654.12,5.634934,
Open Positions,Data,Summary,Stocks,USD,HON,7,1,197.941568,1385.590976,215.02,1505.14,119.549024,
Open Positions,Data,Summary,Stocks,USD,IBM,6,1,289.677788833,1738.066733,297.95,1787.7,49.633267,
Open Positions,Data,Summary,Stocks,USD,IFNNY,33,1,41.320929273,1363.590666,47.98,1583.34,219.749334,
Open Positions,Data,Summary,Stocks,USD,INTU,3,1,652.858674,1958.576022,554.58,1663.74,-294.836022,
Open Positions,Data,Summary,Stocks,USD,ISRG,2,1,502.727511,1005.455022,541.34,1082.68,77.224978,
Open Positions,Data,Summary,Stocks,USD,JNJ,14,1,196.585368143,2752.195154,219.57,3073.98,321.784846,
Open Positions,Data,Summary,Stocks,USD,KLAC,1,1,1230.83,1230.83,1544.96,1544.96,314.13,
Open Positions,Data,Summary,Stocks,USD,KO,38,1,69.462002816,2639.556107,70.48,2678.24,38.683893,
Open Positions,Data,Summary,Stocks,USD,LIN,4,1,436.3475165,1745.390066,440.04,1760.16,14.769934,
Open Positions,Data,Summary,Stocks,USD,LLY,4,1,961.157511,3844.630044,1032.97,4131.88,287.249956,
Open Positions,Data,Summary,Stocks,USD,LOW,6,1,248.092511,1488.555066,277.01,1662.06,173.504934,
Open Positions,Data,Summary,Stocks,USD,LRCX,7,1,158.250723714,1107.755066,217.47,1522.29,414.534934,
Open Positions,Data,Summary,Stocks,USD,MCHP,10,1,60.0645154,600.645154,74.45,744.5,143.854846,
Open Positions,Data,Summary,Stocks,USD,MDT,15,1,98.0224436,1470.336654,99,1485,14.663346,
Open Positions,Data,Summary,Stocks,USD,META,12,1,612.53723875,7350.446865,620.8,7449.6,99.153135,
Open Positions,Data,Summary,Stocks,USD,MPNGY,60,1,26.12420385,1567.452231,25.9,1554,-13.452231,
Open Positions,Data,Summary,Stocks,USD,MRK,21,1,93.74012,1968.54252,110.97,2330.37,361.82748,
Open Positions,Data,Summary,Stocks,USD,MRVL,39,1,81.780874282,3189.454097,80.38,3134.82,-54.634097,
Open Positions,Data,Summary,Stocks,USD,MSFT,36,1,494.990789694,17819.668429,456.66,16439.76,-1379.908429,
Open Positions,Data,Summary,Stocks,USD,MU,15,1,236.624417667,3549.366265,336.63,5049.45,1500.083735,
Open Positions,Data,Summary,Stocks,USD,NBIX,12,1,144.736261,1736.835132,133.35,1600.2,-136.635132,
Open Positions,Data,Summary,Stocks,USD,NEE,23,1,79.261245783,1823.008653,82.19,1890.37,67.361347,
Open Positions,Data,Summary,Stocks,USD,NSC,5,1,291.1160088,1455.580044,290.77,1453.85,-1.730044,
Open Positions,Data,Summary,Stocks,USD,NVDA,80,1,182.002520075,14560.201606,187.05,14964,403.798394,
Open Positions,Data,Summary,Stocks,USD,NVO,47,1,51.168870489,2404.936913,57.12,2684.64,279.703087,
Open Positions,Data,Summary,Stocks,USD,NVS,8,1,130.63430775,1045.074462,143.15,1145.2,100.125538,
Open Positions,Data,Summary,Stocks,USD,NXPI,3,1,220.500014667,661.500044,238.6,715.8,54.299956,
Open Positions,Data,Summary,Stocks,USD,ORCL,38,1,208.105272421,7908.000352,189.85,7214.3,-693.700352,
Open Positions,Data,Summary,Stocks,USD,PANW,8,1,197.838447125,1582.707577,187.73,1501.84,-80.867577,
Open Positions,Data,Summary,Stocks,USD,PDD,26,1,123.138546038,3201.602197,107.46,2793.96,-407.642197,
Open Positions,Data,Summary,Stocks,USD,PEP,13,1,145.905447692,1896.77082,146.57,1905.41,8.63918,
Open Positions,Data,Summary,Stocks,USD,PFE,121,1,25.338023612,3065.900857,25.89,3132.69,66.789143,
Open Positions,Data,Summary,Stocks,USD,PG,18,1,148.992417167,2681.863509,144.63,2603.34,-78.523509,
Open Positions,Data,Summary,Stocks,USD,PLTR,14,1,175.302871286,2454.240198,177.07,2478.98,24.739802,
Open Positions,Data,Summary,Stocks,USD,PPG,15,1,103.421876933,1551.328154,110.07,1651.05,99.721846,
Open Positions,Data,Summary,Stocks,USD,QCOM,29,1,172.639635103,5006.549418,161.39,4680.31,-326.239418,
Open Positions,Data,Summary,Stocks,USD,ROIV,37,1,18.899339865,699.275575,23.3,862.1,162.824425,
Open Positions,Data,Summary,Stocks,USD,ROST,3,1,164.529714667,493.589144,193.79,581.37,87.780856,
Open Positions,Data,Summary,Stocks,USD,RTX,10,1,172.694511,1726.94511,199.83,1998.3,271.35489,
Open Positions,Data,Summary,Stocks,USD,SAP,16,1,253.745538813,4059.928621,235.84,3773.44,-286.488621,
Open Positions,Data,Summary,Stocks,USD,SE,12,1,142.424731417,1709.096777,124,1488,-221.096777,
Open Positions,Data,Summary,Stocks,USD,SLB,39,1,37.754629051,1472.430533,46.57,1816.23,343.799467,
Open Positions,Data,Summary,Stocks,USD,SNY,46,1,49.556245804,2279.587307,47.47,2183.62,-95.967307,
Open Positions,Data,Summary,Stocks,USD,SPGI,4,1,497.4487555,1989.795022,545.43,2181.72,191.924978,
Open Positions,Data,Summary,Stocks,USD,SYK,4,1,362.3250055,1449.300022,362.49,1449.96,0.659978,
Open Positions,Data,Summary,Stocks,USD,TER,7,1,166.599145857,1166.194021,227.7,1593.9,427.705979,
Open Positions,Data,Summary,Stocks,USD,TJX,10,1,149.054451,1490.54451,156.16,1561.6,71.05549,
Open Positions,Data,Summary,Stocks,USD,TMO,3,1,545.930007333,1637.790022,624.65,1873.95,236.159978,
Open Positions,Data,Summary,Stocks,USD,TMUS,12,1,211.269146167,2535.229754,190.66,2287.92,-247.309754,
Open Positions,Data,Summary,Stocks,USD,TSLA,12,1,429.4486045,5153.383254,438.57,5262.84,109.456746,
Open Positions,Data,Summary,Stocks,USD,TSM,34,1,277.865263735,9447.418967,341.64,11615.76,2168.341033,
Open Positions,Data,Summary,Stocks,USD,TTD,52,1,41.974494212,2182.673699,36.23,1883.96,-298.713699,
Open Positions,Data,Summary,Stocks,USD,TXN,9,1,170.873081333,1537.857732,189.12,1702.08,164.222268,
Open Positions,Data,Summary,Stocks,USD,UNH,7,1,343.489690429,2404.427833,338.96,2372.72,-31.707833,
Open Positions,Data,Summary,Stocks,USD,VSNT,2,1,37.8608135,75.721627,32.65,65.3,-10.421627,
Open Positions,Data,Summary,Stocks,USD,VZ,50,1,41.8916123,2094.580615,39.36,1968,-126.580615,
Open Positions,Data,Summary,Stocks,USD,WMT,44,1,108.863095932,4789.976221,119.2,5244.8,454.823779,
Open Positions,Data,Summary,Stocks,USD,XIACY,78,1,28.802594115,2246.602341,24.44,1906.32,-340.282341,
Open Positions,Data,Summary,Stocks,USD,XOM,29,1,116.054774759,3365.588468,129.13,3744.77,379.181532,
Open Positions,Data,Summary,Stocks,USD,XYL,11,1,141.609100909,1557.70011,144.81,1592.91,35.20989,
Open Positions,Total,,Stocks,USD,,,,,314366.48485,,328605.28,14238.79515,
Trades,Header,DataDiscriminator,Asset Category,Currency,Symbol,Date/Time,Quantity,T. Price,C. Price,Proceeds,Comm/Fee,Basis,Realized P/L,MTM P/L,Code
Trades,Data,Order,Stocks,USD,AAPL,"2025-09-08, 09:30:01",4,239.34,237.88,-957.36,-1.000088,958.360088,0,-5.84,O
Trades,Data,Order,Stocks,USD,AAPL,"2025-09-08, 09:30:01",4,239.34,237.88,-957.36,-1.000088,958.360088,0,-5.84,O
Trades,Data,Order,Stocks,USD,AAPL,"2025-09-15, 15:56:09",5,236.26,236.7,-1181.3,-1.00011,1182.30011,0,2.2,O
Trades,Data,Order,Stocks,USD,AAPL,"2025-09-16, 09:55:29",-1,239.7712,238.15,239.7712,-1.000188,-239.590022,-0.81901,1.6212,C;IA
Trades,Data,Order,Stocks,USD,AAPL,"2025-10-06, 09:51:03",3,255.935,256.69,-767.805,-1.000066,768.805066,0,2.265,O
Trades,Data,Order,Stocks,USD,AAPL,"2025-10-08, 10:53:07",-3,257.4212,258.06,772.2636,-1.000564,-718.770066,52.49297,-1.9164,C;IA
Trades,Data,Order,Stocks,USD,AAPL,"2025-10-09, 09:30:00",-5,257.9,254.04,1289.5,-1.00094,-1194.82011,93.67895,19.3,C
Trades,Data,Order,Stocks,USD,AAPL,"2025-11-13, 12:03:05",4,273.35,272.95,-1093.4,-1.000088,1094.400088,0,-1.6,O
Trades,Data,Order,Stocks,USD,AAPL,"2025-11-14, 09:42:40",4,271.4693,272.41,-1085.8772,-1.000088,1086.877288,0,3.7628,IM;O;P
Trades,Data,Order,Stocks,USD,AAPL,"2025-11-28, 09:55:51",-1,276.32,278.85,276.32,-1.000188,-236.460022,38.85979,-2.53,C
Trades,Data,Order,Stocks,USD,AAPL,"2025-12-08, 09:48:43",2,277.6989,277.89,-555.3978,-1,556.3978,0,0.3822,IM;O;P
Trades,Data,Order,Stocks,USD,AAPL,"2025-12-15, 09:30:15",7,279.93,274.11,-1959.51,-1,1960.51,0,-40.74,O
Trades,Data,Order,Stocks,USD,AAPL,"2026-01-12, 09:40:10",2,257.28,260.25,-514.56,-1,515.56,0,5.94,O
Trades,SubTotal,,Stocks,USD,AAPL,,25,,,-6494.7152,-13.002408,6691.930308,184.2127,-22.9952,
Trades,Data,Order,Stocks,USD,ABBV,"2025-09-08, 09:30:00",4,210.94,209.79,-843.76,-1.000088,844.760088,0,-4.6,O
Trades,Data,Order,Stocks,USD,ABBV,"2025-09-08, 09:30:00",4,210.94,209.79,-843.76,-1.000088,844.760088,0,-4.6,O
Trades,Data,Order,Stocks,USD,ABBV,"2025-09-15, 15:56:26",-2,217.77,217.61,435.54,-1.000376,-422.380044,12.15958,0.32,C
Trades,Data,Order,Stocks,USD,ABBV,"2025-10-08, 10:53:22",-1,231.195,231.24,231.195,-1.000188,-211.190022,19.00479,-0.045,C
Trades,Data,Order,Stocks,USD,ABBV,"2025-10-09, 09:30:00",-2,233.27,230.69,466.54,-1.000376,-422.380044,43.15958,5.16,C
Trades,Data,Order,Stocks,USD,ABBV,"2025-11-13, 12:03:25",2,238.5873,232.29,-477.1746,-1.000044,478.174644,0,-12.5946,IA;O
Trades,Data,Order,Stocks,USD,ABBV,"2025-12-15, 09:30:36",7,224.61,227.45,-1572.27,-1,1573.27,0,19.88,O
Trades,SubTotal,,Stocks,USD,ABBV,,12,,,-2603.6896,-7.00116,2685.01471,74.32395,3.5204,
Trades,Data,Order,Stocks,USD,ABT,"2025-09-08, 09:31:54",5,132.5,132.2,-662.5,-1.00011,663.50011,0,-1.5,O
Trades,Data,Order,Stocks,USD,ABT,"2025-09-08, 09:31:54",5,132.5,132.2,-662.5,-1.00011,663.50011,0,-1.5,O
Trades,Data,Order,Stocks,USD,ABT,"2025-09-15, 15:56:41",-2,131.3412,131.33,262.6824,-1.000376,-265.400044,-3.71802,0.0224,C;IA
Trades,Data,Order,Stocks,USD,ABT,"2025-10-09, 09:30:01",-3,134.58,133.31,403.74,-1.000564,-398.100066,4.63937,3.81,C
Trades,Data,Order,Stocks,USD,ABT,"2025-11-13, 12:03:41",3,129.01,129.26,-387.03,-1.000066,388.030066,0,0.75,O
Trades,Data,Order,Stocks,USD,ABT,"2025-12-15, 09:30:54",10,125.945,128.47,-1259.45,-1,1260.45,0,25.25,O
Trades,SubTotal,,Stocks,USD,ABT,,18,,,-2305.0576,-6.001226,2311.980176,0.92135,26.8324,
Trades,Data,Order,Stocks,USD,ACN,"2025-09-08, 09:30:00",2,255.82,255.57,-511.64,-1.000044,512.640044,0,-0.5,O
Trades,Data,Order,Stocks,USD,ACN,"2025-09-08, 09:30:00",2,255.82,255.57,-511.64,-1.000044,512.640044,0,-0.5,O
Trades,Data,Order,Stocks,USD,ACN,"2025-09-15, 15:57:08",-1,237.67,237.87,237.67,-1.000188,-256.320022,-19.65021,-0.2,C
Trades,Data,Order,Stocks,USD,ACN,"2025-10-09, 09:30:00",-1,253.37,252.04,253.37,-1.000188,-256.320022,-3.95021,1.33,C
Trades,Data,Order,Stocks,USD,ACN,"2025-11-13, 12:04:04",1,248.02,247.57,-248.02,-1.000022,249.020022,0,-0.45,O
Trades,Data,Order,Stocks,USD,ACN,"2025-12-15, 09:31:21",3,275.921,274.66,-827.763,-1,828.763,0,-3.783,IA;O
Trades,SubTotal,,Stocks,USD,ACN,,6,,,-1608.023,-6.000486,1590.423066,-23.60042,-4.103,
Trades,Data,Order,Stocks,USD,ADBE,"2025-09-08, 09:30:01",1,348.99,358.66,-348.99,-1.000022,349.990022,0,9.67,O
Trades,Data,Order,Stocks,USD,ADBE,"2025-09-08, 09:30:01",1,348.99,358.66,-348.99,-1.000022,349.990022,0,9.67,O
Trades,Data,Order,Stocks,USD,ADBE,"2025-10-09, 09:30:01",-1,349.8,347.47,349.8,-1.000188,-349.990022,-1.19021,2.33,C
Trades,Data,Order,Stocks,USD,ADBE,"2025-11-13, 12:04:29",1,336.43,333.6,-336.43,-1.000022,337.430022,0,-2.83,O
Trades,Data,Order,Stocks,USD,ADBE,"2025-11-14, 09:43:20",1,330.69,331.11,-330.69,-1.000022,331.690022,0,0.42,O
Trades,Data,Order,Stocks,USD,ADBE,"2025-12-15, 09:31:56",1,354.665,351.15,-354.665,-1,355.665,0,-3.515,O
Trades,SubTotal,,Stocks,USD,ADBE,,4,,,-1369.965,-6.000276,1374.775066,-1.19021,15.745,
Trades,Data,Order,Stocks,USD,ADI,"2025-09-08, 09:30:01",2,248.05,248.98,-496.1,-1.000044,497.100044,0,1.86,O
Trades,Data,Order,Stocks,USD,ADI,"2025-09-08, 09:30:01",2,248.05,248.98,-496.1,-1.000044,497.100044,0,1.86,O
Trades,Data,Order,Stocks,USD,ADI,"2025-09-15, 15:57:35",-1,244.71,244.91,244.71,-1.000188,-248.550022,-4.84021,-0.2,C
Trades,Data,Order,Stocks,USD,ADI,"2025-10-06, 09:51:44",1,242.12,242.5,-242.12,-1.000022,243.120022,0,0.38,O
Trades,Data,Order,Stocks,USD,ADI,"2025-10-08, 10:54:20",-1,236.6737,237.93,236.6737,-1.000188,-248.550022,-12.87651,-1.2563,C;IA
Trades,Data,Order,Stocks,USD,ADI,"2025-10-09, 09:30:00",-1,237.7,237.88,237.7,-1.000188,-248.550022,-11.85021,-0.18,C
Trades,Data,Order,Stocks,USD,ADI,"2025-11-13, 12:04:27",1,237.51,237.53,-237.51,-1.000022,238.510022,0,0.02,O
Trades,Data,Order,Stocks,USD,ADI,"2025-11-14, 09:43:19",1,233.52,234.89,-233.52,-1.000022,234.520022,0,1.37,O
Trades,Data,Order,Stocks,USD,ADI,"2025-11-28, 09:56:17",-1,262.855,265.34,262.855,-1.000188,-248.550022,13.30479,-2.485,C
Trades,Data,Order,Stocks,USD,ADI,"2025-12-15, 09:31:54",2,282.585,280.44,-565.17,-1,566.17,0,-4.29,O
Trades,SubTotal,,Stocks,USD,ADI,,5,,,-1288.5813,-10.000906,1282.320066,-16.26214,-2.9213,
Trades,Data,Order,Stocks,USD,ADP,"2025-09-15, 15:57:31",2,290.7963,290.87,-581.5926,-1.000044,582.592644,0,0.1474,IA;O
Trades,Data,Order,Stocks,USD,ADP,"2025-10-06, 09:51:42",1,289.98,290.55,-289.98,-1.000022,290.980022,0,0.57,O
Trades,Data,Order,Stocks,USD,ADP,"2025-10-08, 10:54:17",-1,291.12,290.7,291.12,-1.000188,-291.296322,-1.17651,0.42,C
Trades,Data,Order,Stocks,USD,ADP,"2025-10-09, 09:30:00",-1,290.44,285.89,290.44,-1.000188,-291.296322,-1.85651,4.55,C
Trades,Data,Order,Stocks,USD,ADP,"2025-11-13, 12:04:25",1,254.13,254.61,-254.13,-1.000022,255.130022,0,0.48,O
Trades,Data,Order,Stocks,USD,ADP,"2025-11-14, 09:43:17",1,254.63,253.09,-254.63,-1.000022,255.630022,0,-1.54,O
Trades,Data,Order,Stocks,USD,ADP,"2025-12-15, 09:31:49",2,267.44,264.95,-534.88,-1,535.88,0,-4.98,O
Trades,SubTotal,,Stocks,USD,ADP,,5,,,-1333.6526,-7.000486,1337.620066,-3.03302,-0.3526,
Trades,Data,Order,Stocks,USD,ALC,"2025-09-08, 09:30:00",4,79.58,79.97,-318.32,-1.000088,319.320088,0,1.56,O
Trades,Data,Order,Stocks,USD,ALC,"2025-09-08, 09:30:00",4,79.58,79.97,-318.32,-1.000088,319.320088,0,1.56,O;P
Trades,Data,Order,Stocks,USD,ALC,"2025-09-16, 09:40:03",-8,77.7,77.64,621.6,-1.001504,-638.640176,-18.04168,0.48,C
Trades,SubTotal,,Stocks,USD,ALC,,0,,,-15.04,-3.00168,0,-18.04168,3.6,
Trades,Data,Order,Stocks,USD,AMAT,"2025-09-08, 09:30:01",3,163.74,162.05,-491.22,-1.000066,492.220066,0,-5.07,O
Trades,Data,Order,Stocks,USD,AMAT,"2025-09-08, 09:30:01",3,163.74,162.05,-491.22,-1.000066,492.220066,0,-5.07,O
Trades,Data,Order,Stocks,USD,AMAT,"2025-10-08, 10:54:11",-1,214.55,217.51,214.55,-1.000188,-164.073355,49.476457,-2.96,C
Trades,Data,Order,Stocks,USD,AMAT,"2025-10-09, 09:30:00",-2,217,220.3,434,-1.000376,-328.146711,104.852913,-6.6,C
Trades,Data,Order,Stocks,USD,AMAT,"2025-11-13, 12:04:16",2,223.43,223.23,-446.86,-1.000044,447.860044,0,-0.4,O
Trades,Data,Order,Stocks,USD,AMAT,"2025-11-14, 09:43:13",2,214.4,226.01,-428.8,-1.000044,429.800044,0,23.22,IA;O
Trades,Data,Order,Stocks,USD,AMAT,"2025-11-28, 09:56:14",-1,249.075,252.25,249.075,-1.000188,-164.073355,84.001457,-3.175,C
Trades,Data,Order,Stocks,USD,AMAT,"2025-12-15, 09:31:36",3,262.6,261.27,-787.8,-1,788.8,0,-3.99,O
Trades,Data,Order,Stocks,USD,AMAT,"2026-01-12, 09:40:40",-1,306.62,307.24,306.62,-1.000195,-164.073355,141.546449,-0.62,C
Trades,SubTotal,,Stocks,USD,AMAT,,8,,,-1441.655,-9.001167,1830.533444,379.877276,-4.665,
Trades,Data,Order,Stocks,USD,AMD,"2025-09-08, 09:30:01",9,151.99,151.41,-1367.91,-1.000198,1368.910198,0,-5.22,O
Trades,Data,Order,Stocks,USD,AMD,"2025-09-08, 09:30:01",9,151.99,151.41,-1367.91,-1.000198,1368.910198,0,-5.22,O
Trades,Data,Order,Stocks,USD,AMD,"2025-09-15, 15:57:05",21,161.0293,161.16,-3381.6153,-1.000462,3382.615762,0,2.7447,IA;O
Trades,Data,Order,Stocks,USD,AMD,"2025-09-16, 09:55:39",6,159.815,160.46,-958.89,-1.000132,959.890132,0,3.87,O
Trades,Data,Order,Stocks,USD,AMD,"2025-10-06, 09:31:04",25,222.31,203.71,-5557.75,-1.00055,5558.75055,0,-465,O
Trades,Data,Order,Stocks,USD,AMD,"2025-10-06, 09:43:13",25,215,203.71,-5375,-1.00055,5376.00055,0,-282.25,O
Trades,Data,Order,Stocks,USD,AMD,"2025-10-06, 09:51:28",-37,212.54,203.71,7863.98,-1.006956,-5798.282276,2064.690769,326.71,C
Trades,Data,Order,Stocks,USD,AMD,"2025-10-08, 09:47:39",-8,220,235.56,1760,-1.001504,-1282.044014,476.954482,-124.48,C
Trades,Data,Order,Stocks,USD,AMD,"2025-10-08, 10:17:57",-8,220,235.56,1760,-1.001504,-1778.800176,-19.80168,-124.48,C
Trades,Data,Order,Stocks,USD,AMD,"2025-10-08, 10:53:59",-15,222.8215,235.56,3342.3225,-1.00282,-3335.25033,6.06935,-191.0775,C;IA
Trades,Data,Order,Stocks,USD,AMD,"2025-10-09, 09:30:00",-9,235.99,232.89,2123.91,-1.001692,-1949.980198,172.92811,27.9,C
Trades,Data,Order,Stocks,USD,AMD,"2025-11-13, 12:04:01",6,252.955,247.96,-1517.73,-1.000132,1518.730132,0,-29.97,O
Trades,Data,Order,Stocks,USD,AMD,"2025-11-14, 09:43:06",28,240.49,246.81,-6733.72,-1.000616,6734.720616,0,176.96,O
Trades,Data,Order,Stocks,USD,AMD,"2025-11-28, 09:56:06",6,217.6263,217.53,-1305.7578,-1.000132,1306.757932,0,-0.5778,IA;O
Trades,Data,Order,Stocks,USD,AMD,"2025-12-08, 09:49:03",-19,220.525,221.11,4189.975,-1.003154,-4123.842085,65.129762,-11.115,C
Trades,Data,Order,Stocks,USD,AMD,"2025-12-15, 09:31:18",18,212.7316,207.58,-3829.1688,-1,3830.1688,0,-92.7288,IA;O
Trades,SubTotal,,Stocks,USD,AMD,,57,,,-10355.2644,-16.0206,13137.255791,2765.970793,-793.9344,
Trades,Data,Order,Stocks,USD,AMGN,"2025-09-15, 15:57:18",3,274.147,274.4,-822.441,-1.000066,823.441066,0,0.759,IA;O
Trades,Data,Order,Stocks,USD,AMGN,"2025-10-06, 09:51:37",1,296.25,294.12,-296.25,-1.000022,297.250022,0,-2.13,O
Trades,Data,Order,Stocks,USD,AMGN,"2025-10-08, 10:54:08",-1,295.655,294.62,295.655,-1.000188,-274.480355,20.174457,1.035,C
Trades,Data,Order,Stocks,USD,AMGN,"2025-10-09, 09:30:00",-1,294.5,295.43,294.5,-1.000188,-274.480355,19.019457,-0.93,C
Trades,Data,Order,Stocks,USD,AMGN,"2025-11-14, 09:43:12",1,334.28,336.74,-334.28,-1.000022,335.280022,0,2.46,O
Trades,Data,Order,Stocks,USD,AMGN,"2025-12-15, 09:31:32",2,320.99,325.31,-641.98,-1,642.98,0,8.64,IM;O;P
Trades,Data,Order,Stocks,USD,AMGN,"2026-01-12, 09:40:39",1,325.59,325.54,-325.59,-1,326.59,0,-0.05,O
Trades,SubTotal,,Stocks,USD,AMGN,,6,,,-1830.386,-7.000486,1876.5804,39.193914,9.784,
Trades,Data,Order,Stocks,USD,AMZN,"2025-09-08, 09:30:01",29,235,235.84,-6815,-1.000638,6816.000638,0,24.36,O
Trades,Data,Order,Stocks,USD,AMZN,"2025-09-08, 09:30:01",29,235,235.84,-6815,-1.000638,6816.000638,0,24.36,O
Trades,Data,Order,Stocks,USD,AMZN,"2025-09-15, 15:56:11",-31,231.1745,231.43,7166.4095,-1.005828,-7286.069648,-120.665976,-7.9205,C
Trades,Data,Order,Stocks,USD,AMZN,"2025-09-16, 09:55:32",6,233.345,234.05,-1400.07,-1.000132,1401.070132,0,4.23,O
Trades,Data,Order,Stocks,USD,AMZN,"2025-10-06, 09:51:07",28,217.36,220.9,-6086.08,-1.000616,6087.080616,0,99.12,O
Trades,Data,Order,Stocks,USD,AMZN,"2025-10-08, 10:53:11",-33,223.785,225.22,7384.905,-1.006204,-7747.00176,-363.102964,-47.355,C
Trades,Data,Order,Stocks,USD,AMZN,"2025-10-09, 09:30:00",-9,225.12,227.74,2026.08,-1.001692,-1956.561627,68.516681,-23.58,C
Trades,Data,Order,Stocks,USD,AMZN,"2025-11-13, 12:03:09",7,239.245,237.58,-1674.715,-1.000154,1675.715154,0,-11.655,O
Trades,Data,Order,Stocks,USD,AMZN,"2025-11-14, 09:42:47",32,234.72,234.69,-7511.04,-1.000704,7512.040704,0,-0.96,O
Trades,Data,Order,Stocks,USD,AMZN,"2025-12-08, 09:48:48",-19,229.39,226.89,4358.41,-1.003154,-4130.518989,226.887857,47.5,C
Trades,Data,Order,Stocks,USD,AMZN,"2025-12-15, 09:30:20",17,226.975,222.54,-3858.575,-1,3859.575,0,-75.395,O
Trades,SubTotal,,Stocks,USD,AMZN,,56,,,-13224.6755,-11.01976,13047.330858,-188.364402,32.7045,
Trades,Data,Order,Stocks,USD,ANET,"2025-09-15, 15:57:23",5,145.32,145.43,-726.6,-1.00011,727.60011,0,0.55,O
Trades,Data,Order,Stocks,USD,ANET,"2025-10-08, 10:54:12",-1,153.361,157.36,153.361,-1.000188,-145.520022,6.84079,-3.999,C
Trades,Data,Order,Stocks,USD,ANET,"2025-10-09, 09:30:00",-1,155.69,158.23,155.69,-1.000188,-145.520022,9.16979,-2.54,C
Trades,Data,Order,Stocks,USD,ANET,"2025-11-13, 12:04:17",2,132.83,130.3,-265.66,-1.000044,266.660044,0,-5.06,O
Trades,Data,Order,Stocks,USD,ANET,"2025-12-08, 09:49:14",3,130.768166667,129.11,-392.3045,-1,393.3045,0,-4.9745,IM;O;P
Trades,Data,Order,Stocks,USD,ANET,"2025-12-15, 09:31:40",4,125.165,125.89,-500.66,-1,501.66,0,2.9,O
